trial_id,model_name,provider,task_name,n_input_tokens,n_output_tokens,total_tokens,execution_time_sec,success,reward,model_name_perf,task_name_perf,execution_time_perf,success_perf,model_success_rate,final_success,final_execution_time
00b1bab2-2ddb-409b-881d-96e44d4a6b59,grok-4-0709,xai,adaptive-rejection-sampler,5052,2976,8028,931.346731,False,0.0,grok-4-0709,adaptive-rejection-sampler,931.346731,False,0.0,False,931.346731
3c9a3346-5d8d-46dc-a9a5-c38e1c76844f,gemini-2.5-pro,gemini,count-dataset-tokens,19112,4537,23649,905.098183,False,0.0,gemini-2.5-pro,count-dataset-tokens,905.098183,False,0.0,False,905.098183
ef316108-fd79-4334-97c5-64cd1a5a4141,deepseek-ai/DeepSeek-V3.1,together_ai,winning-avg-corewars,13818,9820,23638,851.993879,False,0.0,deepseek-ai/DeepSeek-V3.1,winning-avg-corewars,851.993879,False,0.0,False,851.993879
27d6791b-6b93-481f-a9e5-3da67c2c0004,grok-4-0709,xai,port-compressor,20293,30944,51237,3602.36234,False,0.0,grok-4-0709,port-compressor,3602.36234,False,0.0,False,3602.36234
1a0eeb4e-7643-4cfe-8e00-546c0bede239,deepseek-ai/DeepSeek-V3.1,together_ai,make-doom-for-mips,5884,733,6617,972.667,False,0.0,deepseek-ai/DeepSeek-V3.1,make-doom-for-mips,972.667,False,0.0,False,972.667
d82801ba-982d-453a-93f1-1638700e8aa1,gemini-2.5-flash,gemini,feal-linear-cryptanalysis,22440,58364,80804,1811.558613,False,0.0,gemini-2.5-flash,feal-linear-cryptanalysis,1811.558613,False,0.0,False,1811.558613
5f19aed8-745f-4ecc-a3c8-ccd641e44220,claude-opus-4-1-20250805,anthropic,prove-plus-comm,2268,1556,3824,300.181889,True,1.0,claude-opus-4-1-20250805,prove-plus-comm,300.181889,True,1.0,True,300.181889
c60e38e2-9509-4fb1-85eb-7a681c57cf4c,openai/gpt-oss-120b,together_ai,filter-js-from-html,1492,1408,2900,423.723401,False,0.0,openai/gpt-oss-120b,filter-js-from-html,423.723401,False,0.0,False,423.723401
493ad8a8-e41a-4ce8-963a-9c55de766bb9,gpt-5-nano,openai,pytorch-model-recovery,7393,8339,15732,872.056794,False,0.0,gpt-5-nano,pytorch-model-recovery,872.056794,False,0.0,False,872.056794
a1563cd0-f27b-4475-acd3-bf58905e134c,gemini-2.5-pro,gemini,pypi-server,6158,2851,9009,514.246346,True,1.0,gemini-2.5-pro,pypi-server,514.246346,True,0.8,True,514.246346
af7fd4f3-e0ce-41f6-a564-8d9fc25b5adf,grok-code-fast-1,xai,reverse-engineering,8065,3640,11705,1829.960162,False,0.0,grok-code-fast-1,reverse-engineering,1829.960162,False,0.0,False,1829.960162
0e937de3-87c8-4ecc-a861-41a9c8ebccef,gemini-2.5-pro,gemini,cancel-async-tasks,1459,897,2356,91.541084,False,0.0,gemini-2.5-pro,cancel-async-tasks,91.541084,False,0.0,False,91.541084
308ba5ce-bf4f-44ed-ae89-4e40c60681f6,gemini-2.5-flash,gemini,reverse-engineering,10464,21489,31953,1802.238321,False,0.0,gemini-2.5-flash,reverse-engineering,1802.238321,False,0.0,False,1802.238321
d9d92238-1c00-4e5f-9338-75bf9c7b971d,gpt-5-nano,openai,large-scale-text-editing,5113,8911,14024,1200.415566,False,0.0,gpt-5-nano,large-scale-text-editing,1200.415566,False,0.0,False,1200.415566
c16c931c-8084-469c-80e6-14104a705635,zai-org/GLM-4.5-Air-FP8,together_ai,polyglot-rust-c,13473,13584,27057,900.023997,False,0.0,zai-org/GLM-4.5-Air-FP8,polyglot-rust-c,900.023997,False,0.0,False,900.023997
0e2711e5-345c-4aaa-8afe-0d6d7c44d441,gpt-5-mini,openai,mteb-retrieve,2945,2150,5095,290.868252,False,0.0,gpt-5-mini,mteb-retrieve,290.868252,False,0.0,False,290.868252
b8a17eea-4b3f-43e5-8c6c-15f0677e92c9,grok-4-0709,xai,password-recovery,7096,2883,9979,903.627722,False,0.0,grok-4-0709,password-recovery,903.627722,False,0.0,False,903.627722
6756bf43-ec57-4ec9-806e-5c4663836e90,claude-opus-4-1-20250805,anthropic,extract-elf,5070,2283,7353,232.32937,True,1.0,claude-opus-4-1-20250805,extract-elf,232.32937,True,0.8888888888888888,True,232.32937
5cedf39e-3a28-4040-bdaf-909a91d9efd3,deepseek-ai/DeepSeek-V3.1,together_ai,sqlite-with-gcov,9446,1831,11277,415.302093,True,1.0,deepseek-ai/DeepSeek-V3.1,sqlite-with-gcov,415.302093,True,0.8,True,415.302093
4ab88066-e885-44a2-9c24-94c635a3f7f6,gpt-5,openai,torch-tensor-parallelism,2947,2693,5640,204.641127,False,0.0,gpt-5,torch-tensor-parallelism,204.641127,False,0.0,False,204.641127
6d21b2e1-3b18-4728-a7df-9fc83f20760c,gemini-2.5-flash,gemini,nginx-request-logging,3776,1311,5087,226.678299,False,0.0,gemini-2.5-flash,nginx-request-logging,226.678299,False,0.0,False,226.678299
0a5ea382-2579-4a5b-8712-3adaaac0f7a5,openai/gpt-oss-120b,together_ai,model-extraction-relu-logits,1531,3036,4567,85.651858,False,0.0,openai/gpt-oss-120b,model-extraction-relu-logits,85.651858,False,0.0,False,85.651858
7500d5de-a64f-4104-a6e6-002c45ce48b3,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,together_ai,path-tracing,13337,11761,25098,1805.165513,False,0.0,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,path-tracing,1805.165513,False,0.0,False,1805.165513
d5200423-de2e-409f-b3ad-204bc2d297fd,gpt-5,openai,break-filter-js-from-html,2843,2313,5156,161.146064,False,0.0,gpt-5,break-filter-js-from-html,161.146064,False,0.4285714285714285,False,161.146064
9c26cd4c-dec9-40b5-8ef6-93a5b6d08c0b,gpt-5-nano,openai,path-tracing,16670,20924,37594,1800.037215,True,1.0,gpt-5-nano,path-tracing,1800.037215,True,0.2,True,1800.037215
1d595ab4-6d13-4782-a2aa-d16f21026d9d,grok-4-0709,xai,vulnerable-secret,6076,2550,8626,767.651047,True,1.0,grok-4-0709,vulnerable-secret,767.651047,True,0.6,True,767.651047
c4add67a-b81a-4dfa-a5e3-df08871b753d,gpt-5,openai,dna-assembly,13954,13219,27173,666.00144,False,0.0,gpt-5,dna-assembly,666.00144,False,0.0,False,666.00144
0537cba9-14d9-426b-accc-b07c2542ec08,gpt-5-nano,openai,prove-plus-comm,2595,2365,4960,291.844602,True,1.0,gpt-5-nano,prove-plus-comm,291.844602,True,0.4,True,291.844602
97fbbc39-736d-4f5c-9f68-baf75a97efd1,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,together_ai,sqlite-with-gcov,12796,2772,15568,528.388895,True,1.0,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,sqlite-with-gcov,528.388895,True,0.6,True,528.388895
7c46e0ff-7e20-4818-99a6-696ba088760a,claude-sonnet-4-20250514,anthropic,sanitize-git-repo,26944,7681,34625,769.707821,False,0.0,claude-sonnet-4-20250514,sanitize-git-repo,769.707821,False,0.0,False,769.707821
5faa7bb1-2260-4e2f-907c-9f5311f64452,grok-code-fast-1,xai,log-summary-date-ranges,6979,2586,9565,166.377165,False,0.0,grok-code-fast-1,log-summary-date-ranges,166.377165,False,0.0,False,166.377165
0d9ebbae-d083-4cab-b55e-e8c42ab9fddb,claude-sonnet-4-20250514,anthropic,feal-linear-cryptanalysis,27460,23562,51022,1800.001266,False,0.0,claude-sonnet-4-20250514,feal-linear-cryptanalysis,1800.001266,False,0.0,False,1800.001266
efc8bdeb-3d7c-4ef9-97e8-70d3279745c8,moonshotai/Kimi-K2-Instruct-0905,together_ai,configure-git-webserver,7666,4650,12316,789.772052,False,0.0,moonshotai/Kimi-K2-Instruct-0905,configure-git-webserver,789.772052,False,0.6,False,789.772052
2ef87912-4090-4887-afdb-34d376586e6c,gpt-5,openai,pytorch-model-cli,2538,2444,4982,268.154951,False,0.0,gpt-5,pytorch-model-cli,268.154951,False,0.0,False,268.154951
9989cbee-0411-4a8c-9f62-b919f07eeb0c,moonshotai/Kimi-K2-Instruct-0905,together_ai,torch-tensor-parallelism,3632,2632,6264,633.499363,False,0.0,moonshotai/Kimi-K2-Instruct-0905,torch-tensor-parallelism,633.499363,False,0.0,False,633.499363
b889594d-fbf7-421d-a79d-5e87e8e7a6ee,openai/gpt-oss-120b,together_ai,db-wal-recovery,3840,4874,8714,348.080385,False,0.0,openai/gpt-oss-120b,db-wal-recovery,348.080385,False,0.0,False,348.080385
a02f0adf-75cb-4835-9ebe-6ca02233115a,grok-code-fast-1,xai,mteb-retrieve,3593,858,4451,217.240875,False,0.0,grok-code-fast-1,mteb-retrieve,217.240875,False,0.0,False,217.240875
b5a614e8-c774-4f8b-b82e-053e135e475a,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,together_ai,sqlite-with-gcov,5586,1781,7367,123.837943,True,1.0,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,sqlite-with-gcov,123.837943,True,0.4,True,123.837943
f42c6a34-07c6-44bb-991f-1d45c2020542,deepseek-ai/DeepSeek-V3.1,together_ai,cobol-modernization,9022,6680,15702,512.576236,True,1.0,deepseek-ai/DeepSeek-V3.1,cobol-modernization,512.576236,True,0.6,True,512.576236
52d812e1-f65d-4f7d-9439-fccec6a7872b,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,together_ai,feal-linear-cryptanalysis,3245,2994,6239,659.535679,False,0.0,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,feal-linear-cryptanalysis,659.535679,False,0.0,False,659.535679
7f2ea6f9-620a-4ce9-b4dd-85defc41c11f,openai/gpt-oss-120b,together_ai,prove-plus-comm,1635,869,2504,141.927923,True,1.0,openai/gpt-oss-120b,prove-plus-comm,141.927923,True,1.0,True,141.927923
7f6e296e-e065-41d3-bf73-e5dc2eaca4a8,grok-4-0709,xai,feal-differential-cryptanalysis,2349,1225,3574,731.298854,True,1.0,grok-4-0709,feal-differential-cryptanalysis,731.298854,True,0.8,True,731.298854
02985f59-ddc1-48cd-8403-66aff8fc2126,deepseek-ai/DeepSeek-V3.1,together_ai,write-compressor,1698,1063,2761,939.336987,False,0.0,deepseek-ai/DeepSeek-V3.1,write-compressor,939.336987,False,0.0,False,939.336987
af4bc0ae-2786-4af7-8c9c-6d8b1cd1c03f,gpt-5,openai,qemu-alpine-ssh,3207,4017,7224,960.243697,False,0.0,gpt-5,qemu-alpine-ssh,960.243697,False,0.1666666666666666,False,960.243697
d7be9106-ba94-4e23-963b-6117831f4c34,grok-4-0709,xai,schemelike-metacircular-eval,13900,14325,28225,1481.990202,False,0.0,grok-4-0709,schemelike-metacircular-eval,1481.990202,False,0.0,False,1481.990202
268e8eec-16aa-4301-be7e-3a7ef529fc80,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,together_ai,fix-git,3602,1392,4994,551.904755,False,0.0,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,fix-git,551.904755,False,0.0,False,551.904755
6ef1dad1-d823-42e5-a1e3-117d483db278,gpt-5-nano,openai,qemu-alpine-ssh,3059,4861,7920,921.555876,False,0.0,gpt-5-nano,qemu-alpine-ssh,921.555876,False,0.0,False,921.555876
fa24fa9b-a773-4b3b-8488-c22d34301de8,gemini-2.5-flash,gemini,configure-git-webserver,6684,1691,8375,144.130926,False,0.0,gemini-2.5-flash,configure-git-webserver,144.130926,False,0.0,False,144.130926
d3ff7723-523c-4868-a5e4-9b0e23e2b571,OpenAI/gpt-oss-20B,together_ai,qemu-alpine-ssh,2732,5691,8423,238.233703,False,0.0,OpenAI/gpt-oss-20B,qemu-alpine-ssh,238.233703,False,0.0,False,238.233703
7719f772-f6ea-4bc5-b035-970d7c57a200,moonshotai/Kimi-K2-Instruct-0905,together_ai,sanitize-git-repo,12011,3963,15974,602.871666,False,0.0,moonshotai/Kimi-K2-Instruct-0905,sanitize-git-repo,602.871666,False,0.0,False,602.871666
b9edcdc2-de44-4cfd-9c9f-f591c72ab802,grok-code-fast-1,xai,polyglot-c-py,1494,1280,2774,428.017157,False,0.0,grok-code-fast-1,polyglot-c-py,428.017157,False,0.0,False,428.017157
2e924e64-1325-40a9-9c8d-903d02435aa3,gemini-2.5-flash,gemini,break-filter-js-from-html,1800,1276,3076,132.207215,False,0.0,gemini-2.5-flash,break-filter-js-from-html,132.207215,False,0.0,False,132.207215
804384d0-f540-4ce8-86db-7b9e66721dbc,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,together_ai,openssl-selfsigned-cert,2341,1054,3395,122.044992,False,0.0,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,openssl-selfsigned-cert,122.044992,False,0.0,False,122.044992
28314033-4e01-41a9-8e62-6e6cdc102943,claude-sonnet-4-20250514,anthropic,large-scale-text-editing,3160,2771,5931,524.042604,False,0.0,claude-sonnet-4-20250514,large-scale-text-editing,524.042604,False,0.6,False,524.042604
54bd1fa0-9614-4a84-b82f-ef1c01f98a93,claude-opus-4-1-20250805,anthropic,run-pdp11-code,2267,1256,3523,1013.398577,False,0.0,claude-opus-4-1-20250805,run-pdp11-code,1013.398577,False,0.0,False,1013.398577
f3a9382a-a286-4120-8504-083298757995,gemini-2.5-flash,gemini,winning-avg-corewars,19223,28384,47607,3639.669892,False,0.0,gemini-2.5-flash,winning-avg-corewars,3639.669892,False,0.0,False,3639.669892
3458662c-4385-409d-9a49-9954dba94727,deepseek-ai/DeepSeek-V3.1,together_ai,winning-avg-corewars,9630,8946,18576,1545.868203,False,0.0,deepseek-ai/DeepSeek-V3.1,winning-avg-corewars,1545.868203,False,0.0,False,1545.868203
0808b141-e692-4b10-9099-1a0756b10bc7,gemini-2.5-pro,gemini,hf-model-inference,4045,1522,5567,385.675959,True,1.0,gemini-2.5-pro,hf-model-inference,385.675959,True,0.8,True,385.675959
dd474613-0f9d-4aa0-984a-667e63e3b148,zai-org/GLM-4.5-Air-FP8,together_ai,winning-avg-corewars,15953,16153,32106,1501.310929,False,0.0,zai-org/GLM-4.5-Air-FP8,winning-avg-corewars,1501.310929,False,0.0,False,1501.310929
020e26d5-5dd5-4e82-b247-f6d67bc995e6,zai-org/GLM-4.5-Air-FP8,together_ai,sqlite-db-truncate,3144,3754,6898,99.004713,False,0.0,zai-org/GLM-4.5-Air-FP8,sqlite-db-truncate,99.004713,False,0.0,False,99.004713
c2e8bfaa-e950-4939-ad1c-2c8c99e94b42,grok-4-0709,xai,count-dataset-tokens,13333,3965,17298,900.553353,False,0.0,grok-4-0709,count-dataset-tokens,900.553353,False,0.0,False,900.553353
681bc96d-2a38-4a72-bd84-f95c3729ebfb,zai-org/GLM-4.5-Air-FP8,together_ai,polyglot-rust-c,6350,8251,14601,906.801652,False,0.0,zai-org/GLM-4.5-Air-FP8,polyglot-rust-c,906.801652,False,0.0,False,906.801652
d7fe02c2-1891-46db-97cd-a17e9c05026f,zai-org/GLM-4.5-Air-FP8,together_ai,nginx-request-logging,7611,5711,13322,582.483279,True,1.0,zai-org/GLM-4.5-Air-FP8,nginx-request-logging,582.483279,True,1.0,True,582.483279
d70d915e-a962-4b22-a008-67afe232d46d,claude-opus-4-1-20250805,anthropic,fix-git,2712,1749,4461,235.71115,True,1.0,claude-opus-4-1-20250805,fix-git,235.71115,True,1.0,True,235.71115
dd6e062f-d678-4c50-8914-f8593e4bd2ad,gemini-2.5-pro,gemini,log-summary-date-ranges,7224,1642,8866,293.474978,False,0.0,gemini-2.5-pro,log-summary-date-ranges,293.474978,False,0.0,False,293.474978
6ab64a24-d963-4053-8f17-ffc44ae48c97,claude-opus-4-1-20250805,anthropic,fix-ocaml-gc,46048,22988,69036,2913.531335,True,1.0,claude-opus-4-1-20250805,fix-ocaml-gc,2913.531335,True,0.5,True,2913.531335
2659e60e-61c7-4b01-802f-d2b94ee8623a,openai/gpt-oss-120b,together_ai,pytorch-model-cli,1221,978,2199,126.826242,False,0.0,openai/gpt-oss-120b,pytorch-model-cli,126.826242,False,0.0,False,126.826242
7862f772-f0c0-4cd6-bc2a-8c572d18a41a,gemini-2.5-pro,gemini,vulnerable-secret,7030,3243,10273,649.110238,True,1.0,gemini-2.5-pro,vulnerable-secret,649.110238,True,0.8,True,649.110238
437f079f-caf5-48c8-95b1-89039ff6c5c9,OpenAI/gpt-oss-20B,together_ai,build-pmars,387,1254,1641,235.343206,False,0.0,OpenAI/gpt-oss-20B,build-pmars,235.343206,False,0.0,False,235.343206
2bc1a810-2c1f-40a9-9364-d2ee01dd1109,claude-sonnet-4-20250514,anthropic,model-extraction-relu-logits,5181,4856,10037,524.281566,False,0.0,claude-sonnet-4-20250514,model-extraction-relu-logits,524.281566,False,0.0,False,524.281566
1c80a047-a419-419c-91be-b157b0827062,gemini-2.5-pro,gemini,regex-log,1414,597,2011,141.182113,True,1.0,gemini-2.5-pro,regex-log,141.182113,True,0.8,True,141.182113
3634b51d-f88c-4f37-b842-8249692cb8c7,gemini-2.5-flash,gemini,large-scale-text-editing,2310,1303,3613,243.565163,False,0.0,gemini-2.5-flash,large-scale-text-editing,243.565163,False,0.0,False,243.565163
4d8626aa-b16a-4b73-9396-2a78c86263c7,deepseek-ai/DeepSeek-V3.1,together_ai,mteb-retrieve,2329,1275,3604,85.97783,False,0.0,deepseek-ai/DeepSeek-V3.1,mteb-retrieve,85.97783,False,0.0,False,85.97783
419dd4c2-415e-45ee-a15e-dc05469f9c72,deepseek-ai/DeepSeek-V3.1,together_ai,pytorch-model-recovery,16939,17813,34752,914.39971,False,0.0,deepseek-ai/DeepSeek-V3.1,pytorch-model-recovery,914.39971,False,0.6,False,914.39971
97d75b2a-29f8-4ef3-8335-d46a62c03d36,gpt-5-nano,openai,fix-git,4779,3415,8194,900.000949,False,0.0,gpt-5-nano,fix-git,900.000949,False,0.0,False,900.000949
2ecbb0d2-527c-416d-80a3-a40bb6710cf5,gpt-5,openai,fix-code-vulnerability,5132,7192,12324,902.279823,False,0.0,gpt-5,fix-code-vulnerability,902.279823,False,0.0,False,902.279823
108bcdc9-f2bb-4c9b-ad1a-3d92c097462d,deepseek-ai/DeepSeek-V3.1,together_ai,count-dataset-tokens,17154,4401,21555,794.54257,False,0.0,deepseek-ai/DeepSeek-V3.1,count-dataset-tokens,794.54257,False,0.0,False,794.54257
3bf026a8-8878-4aac-8a89-18ece7b0e54f,deepseek-ai/DeepSeek-V3.1,together_ai,bn-fit-modify,15461,7328,22789,1015.560609,False,0.0,deepseek-ai/DeepSeek-V3.1,bn-fit-modify,1015.560609,False,0.0,False,1015.560609
d2f56d4a-6033-4142-9262-4f6b7063741e,moonshotai/Kimi-K2-Instruct-0905,together_ai,feal-differential-cryptanalysis,26883,30179,57062,1808.40788,False,0.0,moonshotai/Kimi-K2-Instruct-0905,feal-differential-cryptanalysis,1808.40788,False,0.0,False,1808.40788
52a24d4b-ba84-4f45-b2b7-b5b4c758e82a,zai-org/GLM-4.5-Air-FP8,together_ai,sparql-university,5634,2845,8479,220.562767,False,0.0,zai-org/GLM-4.5-Air-FP8,sparql-university,220.562767,False,0.0,False,220.562767
775a18bc-c52a-4805-88b1-c0c10191a837,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,together_ai,polyglot-rust-c,4296,3098,7394,340.353375,False,0.0,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,polyglot-rust-c,340.353375,False,0.0,False,340.353375
39990a66-0bef-416f-ba42-7e832383a32a,gemini-2.5-pro,gemini,git-leak-recovery,2132,1550,3682,161.396977,True,1.0,gemini-2.5-pro,git-leak-recovery,161.396977,True,1.0,True,161.396977
aec6612e-395b-4562-b6b0-654398923805,grok-code-fast-1,xai,adaptive-rejection-sampler,7485,6473,13958,488.475857,False,0.0,grok-code-fast-1,adaptive-rejection-sampler,488.475857,False,0.0,False,488.475857
9ea1759f-a0f0-4248-9bcf-110e46e1d0e4,gpt-5-nano,openai,tune-mjcf,6763,8397,15160,995.823158,False,0.0,gpt-5-nano,tune-mjcf,995.823158,False,0.0,False,995.823158
ced38a76-1968-480c-9637-281d55b77a49,gpt-5-nano,openai,schemelike-metacircular-eval,17532,22872,40404,2464.685159,True,1.0,gpt-5-nano,schemelike-metacircular-eval,2464.685159,True,0.2,True,2464.685159
3171e92f-94fd-48e4-aafa-a31948aac168,claude-opus-4-1-20250805,anthropic,code-from-image,22779,16068,38847,747.059007,True,1.0,claude-opus-4-1-20250805,code-from-image,747.059007,True,0.125,True,747.059007
d8520981-e0c1-43c5-9d82-cd2d002215b5,grok-code-fast-1,xai,nginx-request-logging,3663,1288,4951,78.433008,False,0.0,grok-code-fast-1,nginx-request-logging,78.433008,False,0.0,False,78.433008
79944840-cfee-4e24-adb3-640e801c0be5,gpt-5-mini,openai,form-filling,5043,3717,8760,183.801511,True,1.0,gpt-5-mini,form-filling,183.801511,True,1.0,True,183.801511
1f79a6b8-e72d-48d1-be74-f0fae5d6c03e,gpt-5-mini,openai,train-fasttext,19155,15457,34612,3648.149359,False,0.0,gpt-5-mini,train-fasttext,3648.149359,False,0.0,False,3648.149359
0af2ceb3-da0d-4bf3-b889-dc7456542ec5,claude-sonnet-4-20250514,anthropic,pypi-server,6112,4406,10518,408.477541,True,1.0,claude-sonnet-4-20250514,pypi-server,408.477541,True,0.8,True,408.477541
